asset_id,attribute_count,attribute_count_rarity_score,Hat_attribute,Hat_rarity_score,Background_attribute,Background_rarity_score,Clothes_attribute,Clothes_rarity_score,Mouth_attribute,Mouth_rarity_score,Fur_attribute,Fur_rarity_score,Eyes_attribute,Eyes_rarity_score,Earring_attribute,Earring_rarity_score,overall_rarity_score
17,7,5.310674455655868,Commie Hat,32.89473684210526,New Punk Blue,8.116883116883116,Bayc T Black,46.51162790697675,Bored Unshaven,6.447453255963895,Tan,15.974440894568689,Closed,14.084507042253522,Gold Stud,22.779043280182233,152.11936679458935
18,5,3.937007874015748,,4.432624113475177,Purple,7.74593338497289,Vietnam Jacket,44.642857142857146,Bored Cigarette,14.084507042253522,Robot,37.735849056603776,Cyborg,92.59259259259258,,1.4238929232521713,206.595264130023
19,5,3.937007874015748,Bayc Hat Black,43.859649122807014,Army Green,8.045052292839904,,5.302226935312832,Rage,37.59398496240602,Tan,15.974440894568689,Eyepatch,30.030030030030026,,1.4238929232521713,146.1662850352324
20,6,1.8786398647379297,Beanie,17.301038062283737,Blue,8.051529790660226,Bandolier,61.34969325153375,Phoneme Vuh,30.030030030030026,Gray,20.161290322580644,3d,20.53388090349076,,1.4238929232521713,160.72999514856926
21,5,3.937007874015748,,4.432624113475177,Orange,7.855459544383347,Black Holes T,48.78048780487805,Phoneme  ooo,39.21568627450981,Black,8.136696501220504,Bored,5.834305717619603,,1.4238929232521713,119.6161607533544
22,7,5.310674455655868,S&m Hat,42.5531914893617,New Punk Blue,8.116883116883116,Tuxedo Tee,42.5531914893617,Bored Unshaven,6.447453255963895,Zombie,33.11258278145695,Sleepy,13.315579227696405,Gold Stud,22.779043280182233,174.1885990965619
23,5,3.937007874015748,Beanie,17.301038062283737,Aquamarine,7.8988941548183265,,5.302226935312832,Bored Pipe,75.75757575757576,Trippy,129.87012987012986,Bored,5.834305717619603,,1.4238929232521713,247.32507129500803
24,6,1.8786398647379297,Fez,26.525198938992045,Aquamarine,7.8988941548183265,Bayc T Black,46.51162790697675,Dumbfounded,19.801980198019802,Black,8.136696501220504,Hypnotized,45.45454545454546,,1.4238929232521713,157.631475942563
25,5,3.937007874015748,,4.432624113475177,Blue,8.051529790660226,Guayabera,43.10344827586207,Bored Cigarette,14.084507042253522,Brown,7.2992700729927,Closed,14.084507042253522,,1.4238929232521713,96.41678713476513
26,6,1.8786398647379297,Stuntman Helmet,63.69426751592357,Aquamarine,7.8988941548183265,Stunt Jacket,56.17977528089888,Bored Cigarette,14.084507042253522,Dark Brown,7.396449704142013,3d,20.53388090349076,,1.4238929232521713,173.0903073895172
27,6,1.8786398647379297,Army Hat,34.013605442176875,Orange,7.855459544383347,Sleeveless T,39.682539682539684,Bored,4.401408450704225,Gray,20.161290322580644,Bored,5.834305717619603,,1.4238929232521713,115.25114194799447
28,6,1.8786398647379297,Bayc Flipped Brim,43.29004329004329,Purple,7.74593338497289,,5.302226935312832,Bored Cigarette,14.084507042253522,Tan,15.974440894568689,X Eyes,41.1522633744856,Silver Stud,12.150668286755772,141.5787230731305
29,4,39.37007874015748,,4.432624113475177,Blue,8.051529790660226,,5.302226935312832,Bored Unshaven,6.447453255963895,Tan,15.974440894568689,Robot,28.57142857142857,,1.4238929232521713,109.57367522481904
30,5,3.937007874015748,,4.432624113475177,Aquamarine,7.8988941548183265,Tuxedo Tee,42.5531914893617,Bored Unshaven Cigarette,22.831050228310502,Gray,20.161290322580644,Holographic,66.2251655629139,,1.4238929232521713,169.46311666872816
31,7,5.310674455655868,Party Hat 2,93.45794392523365,Yellow,7.79423226812159,Black Holes T,48.78048780487805,Bored Unshaven,6.447453255963895,Dmt,46.51162790697675,Eyepatch,30.030030030030026,Silver Hoop,11.337868480725623,249.67031812758543
32,6,1.8786398647379297,Halo,30.8641975308642,Purple,7.74593338497289,Hip Hop,78.125,Bored,4.401408450704225,Dark Brown,7.396449704142013,Sunglasses,28.409090909090907,,1.4238929232521713,160.24461276776432
33,6,1.8786398647379297,Girl's Hair Pink,95.23809523809523,Purple,7.74593338497289,Vietnam Jacket,44.642857142857146,Small Grin,36.76470588235294,Red,21.09704641350211,Closed,14.084507042253522,,1.4238929232521713,222.87567789202396
34,6,1.8786398647379297,Bayc Hat Red,84.03361344537815,Orange,7.855459544383347,Sleeveless T,39.682539682539684,Bored,4.401408450704225,Black,8.136696501220504,Sleepy,13.315579227696405,,1.4238929232521713,160.72782963991244
35,5,3.937007874015748,,4.432624113475177,Blue,8.051529790660226,Navy Striped Tee,29.940119760479043,Jovial,33.78378378378378,Death Bot,57.14285714285714,3d,20.53388090349076,,1.4238929232521713,159.24569629201406
36,5,3.937007874015748,,4.432624113475177,Purple,7.74593338497289,Sailor Shirt,35.2112676056338,Bored Unshaven,6.447453255963895,Dark Brown,7.396449704142013,Bored,5.834305717619603,,1.4238929232521713,72.42893457907529
37,7,5.310674455655868,Bowler,38.167938931297705,Blue,8.051529790660226,Striped Tee,24.271844660194173,Bored,4.401408450704225,Blue,20.408163265306122,Bored,5.834305717619603,Silver Hoop,11.337868480725623,117.78373375216354
38,6,1.8786398647379297,,4.432624113475177,Blue,8.051529790660226,Navy Striped Tee,29.940119760479043,Bored Cigarette,14.084507042253522,Black,8.136696501220504,Closed,14.084507042253522,Cross,67.11409395973155,147.72271807481147
39,6,1.8786398647379297,Fez,26.525198938992045,Aquamarine,7.8988941548183265,Leather Jacket,48.543689320388346,Dumbfounded,19.801980198019802,Gray,20.161290322580644,Bloodshot,11.82033096926714,,1.4238929232521713,138.0539166920564
40,6,1.8786398647379297,Spinner Hat,55.24861878453038,New Punk Blue,8.116883116883116,Biker Vest,39.52569169960474,Bored,4.401408450704225,Dark Brown,7.396449704142013,Sad,18.148820326678766,,1.4238929232521713,136.14040487053333
41,6,1.8786398647379297,Sea Captain's Hat,32.89473684210526,Purple,7.74593338497289,Navy Striped Tee,29.940119760479043,Phoneme  ooo,39.21568627450981,Dark Brown,7.396449704142013,Sad,18.148820326678766,,1.4238929232521713,138.64427908087788
42,6,1.8786398647379297,Baby's Bonnet,63.291139240506325,Yellow,7.79423226812159,Biker Vest,39.52569169960474,Bored Pizza,200.0,Dark Brown,7.396449704142013,Coins,20.876826722338205,,1.4238929232521713,342.186872422703
43,6,1.8786398647379297,,4.432624113475177,Orange,7.855459544383347,Wool Turtleneck,41.666666666666664,Grin,14.025245441795231,Brown,7.2992700729927,Coins,20.876826722338205,Silver Stud,12.150668286755772,110.18540071314503
44,7,5.310674455655868,Baby's Bonnet,63.291139240506325,New Punk Blue,8.116883116883116,Tweed Suit,70.92198581560284,Bored Unshaven,6.447453255963895,Gray,20.161290322580644,Coins,20.876826722338205,Gold Stud,22.779043280182233,217.90529620971313
45,6,1.8786398647379297,,4.432624113475177,Orange,7.855459544383347,Lumberjack Shirt,46.948356807511736,Phoneme Wah,61.34969325153375,Black,8.136696501220504,Eyepatch,30.030030030030026,Silver Stud,12.150668286755772,172.78216839964824
46,6,1.8786398647379297,Fez,26.525198938992045,Gray,8.547008547008547,Bone Necklace,49.26108374384237,Bored,4.401408450704225,Gray,20.161290322580644,Heart,25.38071065989848,,1.4238929232521713,137.5792334510164
47,5,3.937007874015748,Sea Captain's Hat,32.89473684210526,Army Green,8.045052292839904,,5.302226935312832,Bored Cigarette,14.084507042253522,Pink,19.569471624266146,3d,20.53388090349076,,1.4238929232521713,105.79077643753635
48,5,3.937007874015748,,4.432624113475177,Blue,8.051529790660226,Prison Jumpsuit,42.5531914893617,Bored Unshaven,6.447453255963895,Red,21.09704641350211,Scumbag,42.918454935622314,,1.4238929232521713,130.86120079585334
49,7,5.310674455655868,Fisherman's Hat,28.98550724637681,Purple,7.74593338497289,Bone Tee,43.47826086956522,Bored Unshaven Cigarette,22.831050228310502,Cheetah,24.630541871921185,Bored,5.834305717619603,Silver Stud,12.150668286755772,150.96694206117786
50,6,1.8786398647379297,Seaman's Hat,23.809523809523807,Army Green,8.045052292839904,Sailor Shirt,35.2112676056338,Tongue Out,49.504950495049506,Robot,37.735849056603776,Bored,5.834305717619603,,1.4238929232521713,163.4434817652605
51,6,1.8786398647379297,Girl's Hair Short,66.66666666666667,Orange,7.855459544383347,Lumberjack Shirt,46.948356807511736,Bored Unshaven,6.447453255963895,Dark Brown,7.396449704142013,Cyborg,92.59259259259258,,1.4238929232521713,231.20951135925034
52,6,1.8786398647379297,King's Crown,129.87012987012986,Army Green,8.045052292839904,Work Vest,53.191489361702125,Bored,4.401408450704225,Black,8.136696501220504,Sleepy,13.315579227696405,,1.4238929232521713,220.2628884922831
53,5,3.937007874015748,Fez,26.525198938992045,Yellow,7.79423226812159,,5.302226935312832,Grin,14.025245441795231,Brown,7.2992700729927,Wide Eyed,18.214936247723134,,1.4238929232521713,84.52201070220545
54,5,3.937007874015748,,4.432624113475177,Purple,7.74593338497289,Leather Jacket,48.543689320388346,Bored,4.401408450704225,Pink,19.569471624266146,Sleepy,13.315579227696405,,1.4238929232521713,103.3696069187711
55,7,5.310674455655868,Bunny Ears,51.282051282051285,New Punk Blue,8.116883116883116,Lumberjack Shirt,46.948356807511736,Grin Multicolored,86.20689655172414,Cheetah,24.630541871921185,Sunglasses,28.409090909090907,Gold Stud,22.779043280182233,273.68353827502045
56,6,1.8786398647379297,Commie Hat,32.89473684210526,Yellow,7.79423226812159,Guayabera,43.10344827586207,Dumbfounded,19.801980198019802,Brown,7.2992700729927,Crazy,24.57002457002457,,1.4238929232521713,138.76622501511608
57,7,5.310674455655868,Seaman's Hat,23.809523809523807,Army Green,8.045052292839904,Bayc T Red,71.42857142857143,Phoneme L,41.49377593360996,Dark Brown,7.396449704142013,Sad,18.148820326678766,Silver Stud,12.150668286755772,187.78353623777753
58,6,1.8786398647379297,Commie Hat,32.89473684210526,Yellow,7.79423226812159,Navy Striped Tee,29.940119760479043,Discomfort,48.07692307692308,Zombie,33.11258278145695,Angry,23.148148148148145,,1.4238929232521713,178.26927566522417
59,5,3.937007874015748,,4.432624113475177,Gray,8.547008547008547,Navy Striped Tee,29.940119760479043,Phoneme Wah,61.34969325153375,Red,21.09704641350211,Wide Eyed,18.214936247723134,,1.4238929232521713,148.94232913098966
60,5,3.937007874015748,,4.432624113475177,Aquamarine,7.8988941548183265,Bayc T Black,46.51162790697675,Bored Unshaven Cigar,106.38297872340425,Pink,19.569471624266146,Scumbag,42.918454935622314,,1.4238929232521713,233.07495225583088
61,5,3.937007874015748,,4.432624113475177,Aquamarine,7.8988941548183265,Bone Tee,43.47826086956522,Bored Cigarette,14.084507042253522,Cream,15.723270440251572,Eyepatch,30.030030030030026,,1.4238929232521713,121.00848744766176
62,5,3.937007874015748,,4.432624113475177,Aquamarine,7.8988941548183265,Tanktop,42.5531914893617,Rage,37.59398496240602,Cream,15.723270440251572,Heart,25.38071065989848,,1.4238929232521713,138.94357661747918
63,6,1.8786398647379297,Bunny Ears,51.282051282051285,Blue,8.051529790660226,Sailor Shirt,35.2112676056338,Grin,14.025245441795231,Zombie,33.11258278145695,Sunglasses,28.409090909090907,,1.4238929232521713,173.3943005986785
64,7,5.310674455655868,Army Hat,34.013605442176875,Purple,7.74593338497289,Navy Striped Tee,29.940119760479043,Bored,4.401408450704225,Brown,7.2992700729927,3d,20.53388090349076,Gold Hoop,21.645021645021647,130.889914115494
65,5,3.937007874015748,,4.432624113475177,New Punk Blue,8.116883116883116,Stunt Jacket,56.17977528089888,Bored Cigarette,14.084507042253522,Blue,20.408163265306122,Bored,5.834305717619603,,1.4238929232521713,114.41715933370435
66,7,5.310674455655868,Bayc Flipped Brim,43.29004329004329,Army Green,8.045052292839904,Blue Dress,105.26315789473685,Bored Cigarette,14.084507042253522,Pink,19.569471624266146,Bored,5.834305717619603,Cross,67.11409395973155,268.5113062771468
67,5,3.937007874015748,,4.432624113475177,Orange,7.855459544383347,Bayc T Red,71.42857142857143,Grin,14.025245441795231,Black,8.136696501220504,Sleepy,13.315579227696405,,1.4238929232521713,124.55507705441
68,6,1.8786398647379297,Ww2 Pilot Helm,90.90909090909092,Orange,7.855459544383347,Black T,29.940119760479043,Bored Unshaven Cigarette,22.831050228310502,Blue,20.408163265306122,Bloodshot,11.82033096926714,,1.4238929232521713,187.06674746482716
69,5,3.937007874015748,Seaman's Hat,23.809523809523807,Orange,7.855459544383347,,5.302226935312832,Phoneme  ooo,39.21568627450981,Dark Brown,7.396449704142013,Sad,18.148820326678766,,1.4238929232521713,107.08906739181847
70,5,3.937007874015748,,4.432624113475177,Purple,7.74593338497289,Bone Necklace,49.26108374384237,Phoneme  ooo,39.21568627450981,Brown,7.2992700729927,Sunglasses,28.409090909090907,,1.4238929232521713,141.72458929615178
71,6,1.8786398647379297,Bowler,38.167938931297705,Orange,7.855459544383347,Stunt Jacket,56.17977528089888,Bored,4.401408450704225,Cheetah,24.630541871921185,Bloodshot,11.82033096926714,,1.4238929232521713,146.35798783646257
72,7,5.310674455655868,Horns,39.682539682539684,Yellow,7.79423226812159,Prison Jumpsuit,42.5531914893617,Bored,4.401408450704225,Blue,20.408163265306122,Bloodshot,11.82033096926714,Gold Stud,22.779043280182233,154.74958386113855
73,7,5.310674455655868,Bandana Blue,112.35955056179776,Army Green,8.045052292839904,Work Vest,53.191489361702125,Rage,37.59398496240602,Solid Gold,217.3913043478261,Sad,18.148820326678766,Gold Stud,22.779043280182233,474.8199195890888
74,6,1.8786398647379297,Bowler,38.167938931297705,Purple,7.74593338497289,Guayabera,43.10344827586207,Phoneme Vuh,30.030030030030026,Death Bot,57.14285714285714,Angry,23.148148148148145,,1.4238929232521713,202.64088870115808
75,6,1.8786398647379297,S&m Hat,42.5531914893617,Orange,7.855459544383347,Bayc T Red,71.42857142857143,Discomfort,48.07692307692308,Golden Brown,12.853470437017997,Closed,14.084507042253522,,1.4238929232521713,200.15465580650118
76,6,1.8786398647379297,Fez,26.525198938992045,New Punk Blue,8.116883116883116,Toga,49.504950495049506,Grin,14.025245441795231,Brown,7.2992700729927,Bored,5.834305717619603,,1.4238929232521713,114.6083865713223
77,6,1.8786398647379297,Beanie,17.301038062283737,Yellow,7.79423226812159,Wool Turtleneck,41.666666666666664,Dumbfounded,19.801980198019802,Red,21.09704641350211,Coins,20.876826722338205,,1.4238929232521713,131.8403231189222
78,6,1.8786398647379297,Fez,26.525198938992045,Yellow,7.79423226812159,Lab Coat,69.44444444444444,Grin,14.025245441795231,Black,8.136696501220504,3d,20.53388090349076,,1.4238929232521713,149.76223128605469
79,5,3.937007874015748,,4.432624113475177,Army Green,8.045052292839904,Lab Coat,69.44444444444444,Bored,4.401408450704225,Dark Brown,7.396449704142013,Bored,5.834305717619603,,1.4238929232521713,104.91518552049328
80,7,5.310674455655868,Horns,39.682539682539684,Orange,7.855459544383347,Tanktop,42.5531914893617,Bored Unshaven,6.447453255963895,Brown,7.2992700729927,Sad,18.148820326678766,Diamond Stud,45.04504504504504,172.342453872621
81,5,3.937007874015748,,4.432624113475177,Blue,8.051529790660226,Cowboy Shirt,84.03361344537815,Discomfort,48.07692307692308,Red,21.09704641350211,Blindfold,37.87878787878788,,1.4238929232521713,208.93142551599453
82,6,1.8786398647379297,,4.432624113475177,Army Green,8.045052292839904,Service,70.4225352112676,Jovial,33.78378378378378,Cream,15.723270440251572,Sad,18.148820326678766,Silver Hoop,11.337868480725623,163.77259451376037
83,6,1.8786398647379297,Ww2 Pilot Helm,90.90909090909092,Blue,8.051529790660226,Tweed Suit,70.92198581560284,Bored Unshaven,6.447453255963895,Cream,15.723270440251572,Coins,20.876826722338205,,1.4238929232521713,216.23268972189774
84,6,1.8786398647379297,Ww2 Pilot Helm,90.90909090909092,New Punk Blue,8.116883116883116,Hawaiian,35.3356890459364,Bored Unshaven,6.447453255963895,Brown,7.2992700729927,Coins,20.876826722338205,,1.4238929232521713,172.28774591119532
85,6,1.8786398647379297,Bowler,38.167938931297705,Blue,8.051529790660226,Admirals Coat,156.25,Grin,14.025245441795231,Tan,15.974440894568689,Bloodshot,11.82033096926714,,1.4238929232521713,247.59201881557905
86,6,1.8786398647379297,,4.432624113475177,New Punk Blue,8.116883116883116,Tuxedo Tee,42.5531914893617,Bored,4.401408450704225,Zombie,33.11258278145695,Bored,5.834305717619603,Gold Hoop,21.645021645021647,121.97465717926033
87,6,1.8786398647379297,Bunny Ears,51.282051282051285,Aquamarine,7.8988941548183265,Guayabera,43.10344827586207,Bored Unshaven,6.447453255963895,Cheetah,24.630541871921185,Sunglasses,28.409090909090907,,1.4238929232521713,165.07401253769777
88,7,5.310674455655868,Horns,39.682539682539684,Blue,8.051529790660226,Pimp Coat,125.0,Bored Unshaven,6.447453255963895,Black,8.136696501220504,Wide Eyed,18.214936247723134,Gold Hoop,21.645021645021647,232.48885157878496
89,5,3.937007874015748,Commie Hat,32.89473684210526,Gray,8.547008547008547,,5.302226935312832,Bored Dagger,204.08163265306123,Black,8.136696501220504,3d,20.53388090349076,,1.4238929232521713,284.85708317946705
90,7,5.310674455655868,Prussian Helmet,76.92307692307692,Army Green,8.045052292839904,Tweed Suit,70.92198581560284,Grin,14.025245441795231,Golden Brown,12.853470437017997,Hypnotized,45.45454545454546,Silver Hoop,11.337868480725623,244.87191930125985
91,6,1.8786398647379297,Beanie,17.301038062283737,Army Green,8.045052292839904,Black Holes T,48.78048780487805,Bored Cigarette,14.084507042253522,Brown,7.2992700729927,Sleepy,13.315579227696405,,1.4238929232521713,112.12846729093441
92,5,3.937007874015748,Beanie,17.301038062283737,Blue,8.051529790660226,,5.302226935312832,Jovial,33.78378378378378,Pink,19.569471624266146,Heart,25.38071065989848,,1.4238929232521713,114.74966165347313
93,6,1.8786398647379297,Fez,26.525198938992045,Purple,7.74593338497289,Hip Hop,78.125,Bored Unshaven Cigarette,22.831050228310502,White,25.188916876574307,Bored,5.834305717619603,,1.4238929232521713,169.55293793445944
94,6,1.8786398647379297,Beanie,17.301038062283737,Aquamarine,7.8988941548183265,Black Holes T,48.78048780487805,Bored Unshaven Kazoo,163.93442622950818,Zombie,33.11258278145695,Closed,14.084507042253522,,1.4238929232521713,288.4144688631889
95,6,1.8786398647379297,S&m Hat,42.5531914893617,Yellow,7.79423226812159,Lumberjack Shirt,46.948356807511736,Bored,4.401408450704225,Tan,15.974440894568689,Scumbag,42.918454935622314,,1.4238929232521713,163.89261763388035
96,6,1.8786398647379297,Girl's Hair Short,66.66666666666667,Yellow,7.79423226812159,Stunt Jacket,56.17977528089888,Bored Unshaven Cigarette,22.831050228310502,Robot,37.735849056603776,Sleepy,13.315579227696405,,1.4238929232521713,207.82568551628796
97,5,3.937007874015748,Commie Hat,32.89473684210526,Blue,8.051529790660226,,5.302226935312832,Bored,4.401408450704225,Dark Brown,7.396449704142013,Heart,25.38071065989848,,1.4238929232521713,88.78796318009096
98,6,1.8786398647379297,Spinner Hat,55.24861878453038,Gray,8.547008547008547,Stunt Jacket,56.17977528089888,Rage,37.59398496240602,Death Bot,57.14285714285714,Bored,5.834305717619603,,1.4238929232521713,223.84908322331066
99,7,5.310674455655868,Sushi Chef Headband,53.475935828877,Army Green,8.045052292839904,Black Holes T,48.78048780487805,Grin,14.025245441795231,Dark Brown,7.396449704142013,Closed,14.084507042253522,Silver Hoop,11.337868480725623,162.45622105116723
100,5,3.937007874015748,Party Hat 2,93.45794392523365,Yellow,7.79423226812159,,5.302226935312832,Bored Cigarette,14.084507042253522,Dark Brown,7.396449704142013,Wide Eyed,18.214936247723134,,1.4238929232521713,151.61119692005465
101,6,1.8786398647379297,Fisherman's Hat,28.98550724637681,Army Green,8.045052292839904,Navy Striped Tee,29.940119760479043,Bored,4.401408450704225,Gray,20.161290322580644,Eyepatch,30.030030030030026,,1.4238929232521713,124.86594089100075
102,6,1.8786398647379297,Irish Boho,44.44444444444444,Aquamarine,7.8988941548183265,Biker Vest,39.52569169960474,Bored,4.401408450704225,Gray,20.161290322580644,Bored,5.834305717619603,,1.4238929232521713,125.56856757776208
103,6,1.8786398647379297,Short Mohawk,31.446540880503143,Purple,7.74593338497289,Leather Jacket,48.543689320388346,Phoneme L,41.49377593360996,Black,8.136696501220504,Sleepy,13.315579227696405,,1.4238929232521713,153.98474803638135
104,6,1.8786398647379297,Laurel Wreath,138.88888888888889,Aquamarine,7.8988941548183265,Bayc T Black,46.51162790697675,Bored Pipe,75.75757575757576,Brown,7.2992700729927,Holographic,66.2251655629139,,1.4238929232521713,345.8839551321565
105,7,5.310674455655868,Seaman's Hat,23.809523809523807,Aquamarine,7.8988941548183265,Striped Tee,24.271844660194173,Rage,37.59398496240602,Black,8.136696501220504,Coins,20.876826722338205,Silver Hoop,11.337868480725623,139.23631374688253
106,6,1.8786398647379297,Bunny Ears,51.282051282051285,New Punk Blue,8.116883116883116,Tuxedo Tee,42.5531914893617,Bored,4.401408450704225,Cheetah,24.630541871921185,Crazy,24.57002457002457,,1.4238929232521713,158.8566335689362
107,6,1.8786398647379297,Short Mohawk,31.446540880503143,Blue,8.051529790660226,Space Suit,95.23809523809523,Bored,4.401408450704225,Red,21.09704641350211,Zombie,32.467532467532465,,1.4238929232521713,196.0046860289875
108,6,1.8786398647379297,Sea Captain's Hat,32.89473684210526,Purple,7.74593338497289,,5.302226935312832,Grin,14.025245441795231,Dark Brown,7.396449704142013,X Eyes,41.1522633744856,Gold Stud,22.779043280182233,133.17453882773398
109,6,1.8786398647379297,,4.432624113475177,Orange,7.855459544383347,Bayc T Black,46.51162790697675,Bored Cigarette,14.084507042253522,Dark Brown,7.396449704142013,Eyepatch,30.030030030030026,Silver Stud,12.150668286755772,124.34000649275455
110,7,5.310674455655868,Beanie,17.301038062283737,Yellow,7.79423226812159,Striped Tee,24.271844660194173,Bored Unshaven,6.447453255963895,Tan,15.974440894568689,Bloodshot,11.82033096926714,Cross,67.11409395973155,156.03410852578665
111,6,1.8786398647379297,Bayc Flipped Brim,43.29004329004329,Orange,7.855459544383347,Leather Jacket,48.543689320388346,Bored Unshaven,6.447453255963895,Brown,7.2992700729927,Angry,23.148148148148145,,1.4238929232521713,139.88659641990984
112,5,3.937007874015748,Cowboy Hat,28.248587570621467,New Punk Blue,8.116883116883116,,5.302226935312832,Bored,4.401408450704225,Cream,15.723270440251572,X Eyes,41.1522633744856,,1.4238929232521713,108.30554068552672
113,6,1.8786398647379297,Horns,39.682539682539684,Gray,8.547008547008547,Navy Striped Tee,29.940119760479043,Bored,4.401408450704225,Black,8.136696501220504,Zombie,32.467532467532465,,1.4238929232521713,126.47783819747455
114,7,5.310674455655868,Seaman's Hat,23.809523809523807,Yellow,7.79423226812159,Bone Tee,43.47826086956522,Bored Cigarette,14.084507042253522,Dark Brown,7.396449704142013,Holographic,66.2251655629139,Silver Hoop,11.337868480725623,179.43668219290154
115,6,1.8786398647379297,Bayc Hat Black,43.859649122807014,Purple,7.74593338497289,Sleeveless T,39.682539682539684,Bored Cigar,82.64462809917356,Cream,15.723270440251572,Bloodshot,11.82033096926714,,1.4238929232521713,204.77888448700196
116,5,3.937007874015748,,4.432624113475177,Aquamarine,7.8988941548183265,Sleeveless T,39.682539682539684,Bored Unshaven Cigarette,22.831050228310502,Black,8.136696501220504,Coins,20.876826722338205,,1.4238929232521713,109.21953219997032
117,6,1.8786398647379297,Beanie,17.301038062283737,Blue,8.051529790660226,Navy Striped Tee,29.940119760479043,Bored Cigarette,14.084507042253522,Tan,15.974440894568689,Cyborg,92.59259259259258,,1.4238929232521713,181.2467609308279
